material,model,level,DeltaE,JOD,class
acrylic_felt_pink_rgb_24,ggx,0,19.1118087768555,6.90816314802858,3
acrylic_felt_pink_rgb_25,ggx,0,19.1118087768555,6.90816314802858,3
acrylic_felt_pink_rgb_26,ggx,0,19.1118087768555,6.90816314802858,3
acrylic_felt_pink_rgb_27,ggx,0,19.1118087768555,6.90816314802858,3
acrylic_felt_pink_rgb_28,ggx,0,19.1118087768555,6.90816314802858,3
acrylic_felt_pink_rgb_29,sbrdf,1,10.5493621826172,8.60974063700471,5
acrylic_felt_pink_rgb_30,sbrdf,2,11.819673538208,8.34539253039609,5
acrylic_felt_pink_rgb_31,sbrdf,1,10.5493621826172,8.60974063700471,5
acrylic_felt_pink_rgb_32,sbrdf,2,11.819673538208,8.34539253039609,5
acrylic_felt_pink_rgb_33,sbrdf,1,10.5493621826172,8.60974063700471,5
acrylic_felt_pink_rgb_34,sbrdf,2,11.819673538208,8.34539253039609,5
acrylic_felt_pink_rgb_35,sbrdf,0,5.14255523681641,9.62426474009164,6
acrylic_felt_pink_rgb_36,nbrdf,0,4.77354145050049,9.67804807713627,6
acrylic_felt_pink_rgb_37,hbrdf,0,4.46152544021606,9.72097730328383,6
acrylic_felt_pink_rgb_38,hbrdf,1,5.03586626052856,9.64013541431923,6
acrylic_felt_pink_rgb_39,hbrdf,2,6.28063249588013,9.44058388495634,6
acrylic_felt_purple_rgb_1,ward,0,28.4628429412842,5.47346889352215,2
acrylic_felt_purple_rgb_2,nbrdf,0,28.775915145874,5.43346781399303,2
acrylic_felt_purple_rgb_3,nbrdf,0,28.775915145874,5.43346781399303,2
acrylic_felt_purple_rgb_4,nbrdf,0,28.775915145874,5.43346781399303,2
acrylic_felt_purple_rgb_5,nbrdf,0,28.775915145874,5.43346781399303,2
acrylic_felt_purple_rgb_6,nbrdf,0,28.775915145874,5.43346781399303,2
acrylic_felt_purple_rgb_7,nbrdf,0,28.775915145874,5.43346781399303,2
acrylic_felt_purple_rgb_8,ward,0,28.4628429412842,5.47346889352215,2
acrylic_felt_purple_rgb_9,nbrdf,0,28.775915145874,5.43346781399303,2
acrylic_felt_purple_rgb_10,ward,0,28.4628429412842,5.47346889352215,2
acrylic_felt_purple_rgb_11,nbrdf,0,28.775915145874,5.43346781399303,2
acrylic_felt_purple_rgb_12,ward,0,28.4628429412842,5.47346889352215,2
acrylic_felt_purple_rgb_13,nbrdf,0,28.775915145874,5.43346781399303,2
acrylic_felt_purple_rgb_14,nbrdf,0,28.775915145874,5.43346781399303,2
acrylic_felt_purple_rgb_15,ward,0,28.4628429412842,5.47346889352215,2
acrylic_felt_purple_rgb_16,ward,0,28.4628429412842,5.47346889352215,2
acrylic_felt_purple_rgb_17,ward,0,28.4628429412842,5.47346889352215,2
acrylic_felt_purple_rgb_18,ward,0,28.4628429412842,5.47346889352215,2
acrylic_felt_purple_rgb_19,nbrdf,0,28.775915145874,5.43346781399303,2
acrylic_felt_purple_rgb_20,ward,0,28.4628429412842,5.47346889352215,2
acrylic_felt_purple_rgb_21,ward,0,28.4628429412842,5.47346889352215,2
acrylic_felt_purple_rgb_22,ward,0,28.4628429412842,5.47346889352215,2
acrylic_felt_purple_rgb_23,sbrdf,2,19.6108474731445,6.81916603994449,3
acrylic_felt_purple_rgb_24,sbrdf,2,19.6108474731445,6.81916603994449,3
acrylic_felt_purple_rgb_25,sbrdf,2,19.6108474731445,6.81916603994449,3
acrylic_felt_purple_rgb_26,sbrdf,2,19.6108474731445,6.81916603994449,3
acrylic_felt_purple_rgb_27,sbrdf,2,19.6108474731445,6.81916603994449,3
acrylic_felt_purple_rgb_28,ggx,0,16.7983283996582,7.33874468935597,4
acrylic_felt_purple_rgb_29,ggx,0,16.7983283996582,7.33874468935597,4
acrylic_felt_purple_rgb_30,ggx,0,16.7983283996582,7.33874468935597,4
acrylic_felt_purple_rgb_31,sbrdf,1,11.2209873199463,8.47012667148199,5
acrylic_felt_purple_rgb_32,sbrdf,1,11.2209873199463,8.47012667148199,5
acrylic_felt_purple_rgb_33,sbrdf,1,11.2209873199463,8.47012667148199,5
acrylic_felt_purple_rgb_34,sbrdf,0,6.69236326217651,9.36852604116669,6
acrylic_felt_purple_rgb_35,hbrdf,0,4.7122631072998,9.68666932536451,6
acrylic_felt_purple_rgb_36,hbrdf,1,6.1270866394043,9.46676198380646,6
acrylic_felt_purple_rgb_37,hbrdf,2,7.15243196487427,9.28510745948992,6
acrylic_felt_white_rgb_1,ward,0,13.6202745437622,7.97233997916034,4
acrylic_felt_white_rgb_2,ward,0,13.6202745437622,7.97233997916034,4
acrylic_felt_white_rgb_3,ward,0,13.6202745437622,7.97233997916034,4
acrylic_felt_white_rgb_4,ggx,0,12.2181625366211,8.26242074233938,5
acrylic_felt_white_rgb_5,hbrdf,2,9.78666496276855,8.76711554014247,5
acrylic_felt_white_rgb_6,ggx,0,12.2181625366211,8.26242074233938,5
acrylic_felt_white_rgb_7,hbrdf,2,9.78666496276855,8.76711554014247,5
acrylic_felt_white_rgb_8,ggx,0,12.2181625366211,8.26242074233938,5
acrylic_felt_white_rgb_9,hbrdf,2,9.78666496276855,8.76711554014247,5
acrylic_felt_white_rgb_10,sbrdf,0,1.76693212985992,9.96992784880963,6
acrylic_felt_white_rgb_11,sbrdf,1,1.47832059860229,9.98151217847454,6
acrylic_felt_white_rgb_12,sbrdf,2,1.78238868713379,9.96921987687228,6
acrylic_felt_white_rgb_13,nbrdf,0,3.66379928588867,9.81891681123821,6
acrylic_felt_white_rgb_14,hbrdf,0,3.71435570716858,9.81325130424742,6
acrylic_felt_white_rgb_15,hbrdf,1,2.93660640716553,9.89151018787109,6
acrylic_felt_yellow_rgb_1,ward,0,21.7684726715088,6.45082413952673,3
acrylic_felt_yellow_rgb_2,hbrdf,2,18.9003868103027,6.94629290851742,3
acrylic_felt_yellow_rgb_3,ward,0,21.7684726715088,6.45082413952673,3
acrylic_felt_yellow_rgb_4,hbrdf,2,18.9003868103027,6.94629290851742,3
acrylic_felt_yellow_rgb_5,ward,0,21.7684726715088,6.45082413952673,3
acrylic_felt_yellow_rgb_6,hbrdf,2,18.9003868103027,6.94629290851742,3
acrylic_felt_yellow_rgb_7,ward,0,21.7684726715088,6.45082413952673,3
acrylic_felt_yellow_rgb_8,hbrdf,2,18.9003868103027,6.94629290851742,3
acrylic_felt_yellow_rgb_9,ward,0,21.7684726715088,6.45082413952673,3
acrylic_felt_yellow_rgb_10,hbrdf,2,18.9003868103027,6.94629290851742,3
acrylic_felt_yellow_rgb_11,ggx,0,15.2487916946411,7.64242287987716,4
acrylic_felt_yellow_rgb_12,ggx,0,15.2487916946411,7.64242287987716,4
acrylic_felt_yellow_rgb_13,ggx,0,15.2487916946411,7.64242287987716,4
acrylic_felt_yellow_rgb_14,hbrdf,1,10.5686550140381,8.60573999920823,5
acrylic_felt_yellow_rgb_15,hbrdf,1,10.5686550140381,8.60573999920823,5
acrylic_felt_yellow_rgb_16,hbrdf,1,10.5686550140381,8.60573999920823,5
acrylic_felt_yellow_rgb_17,sbrdf,0,3.06617712974548,9.87983821459907,6
acrylic_felt_yellow_rgb_18,sbrdf,1,4.57450342178345,9.70571420959812,6
acrylic_felt_yellow_rgb_19,sbrdf,2,5.38139057159424,9.58783489611252,6
acrylic_felt_yellow_rgb_20,nbrdf,0,3.75751638412476,9.80835395747536,6
acrylic_felt_yellow_rgb_21,hbrdf,0,8.22461414337158,9.08102735418589,6
alum-bronze_1,sbrdf,2,20.6152763366699,6.64435793263112,3
alum-bronze_2,sbrdf,2,20.6152763366699,6.64435793263112,3
alum-bronze_3,sbrdf,2,20.6152763366699,6.64435793263112,3
alum-bronze_4,sbrdf,2,20.6152763366699,6.64435793263112,3
alum-bronze_5,sbrdf,2,20.6152763366699,6.64435793263112,3
alum-bronze_6,ward,0,15.5094022750854,7.59057858689737,4
alum-bronze_7,sbrdf,1,15.0342140197754,7.68532526729151,4
alum-bronze_8,ward,0,15.5094022750854,7.59057858689737,4
alum-bronze_9,sbrdf,1,15.0342140197754,7.68532526729151,4
alum-bronze_10,ward,0,15.5094022750854,7.59057858689737,4
alum-bronze_11,sbrdf,1,15.0342140197754,7.68532526729151,4
alum-bronze_12,ggx,0,10.0316667556763,8.71675454778957,5
alum-bronze_13,sbrdf,0,12.2655992507935,8.25255245420499,5
alum-bronze_14,hbrdf,2,8.93148612976074,8.94082579190301,5
alum-bronze_15,ggx,0,10.0316667556763,8.71675454778957,5
alum-bronze_16,sbrdf,0,12.2655992507935,8.25255245420499,5
alum-bronze_17,hbrdf,2,8.93148612976074,8.94082579190301,5
alum-bronze_18,ggx,0,10.0316667556763,8.71675454778957,5
alum-bronze_19,sbrdf,0,12.2655992507935,8.25255245420499,5
alum-bronze_20,hbrdf,2,8.93148612976074,8.94082579190301,5
alum-bronze_21,nbrdf,0,8.63320922851562,9.00043109226602,6
alum-bronze_22,hbrdf,0,8.52583694458008,9.02173560603881,6
alum-bronze_23,hbrdf,1,8.37138175964355,9.05222903221324,6
alumina-oxide_1,sbrdf,2,24.6810512542725,5.99579324149821,3
alumina-oxide_2,sbrdf,2,24.6810512542725,5.99579324149821,3
alumina-oxide_3,sbrdf,2,24.6810512542725,5.99579324149821,3
alumina-oxide_4,sbrdf,2,24.6810512542725,5.99579324149821,3
alumina-oxide_5,sbrdf,2,24.6810512542725,5.99579324149821,3
alumina-oxide_6,hbrdf,2,15.6768636703491,7.55742144411049,4
alumina-oxide_7,hbrdf,2,15.6768636703491,7.55742144411049,4
alumina-oxide_8,hbrdf,2,15.6768636703491,7.55742144411049,4
alumina-oxide_9,sbrdf,0,12.6919603347778,8.16398441445545,5
alumina-oxide_10,sbrdf,1,12.525839805603,8.19846204167348,5
alumina-oxide_11,nbrdf,0,13.4298276901245,8.01148884526167,5
alumina-oxide_12,hbrdf,0,12.6461477279663,8.17348823768052,5
alumina-oxide_13,hbrdf,1,13.2166843414307,8.05541478257782,5
alumina-oxide_14,sbrdf,0,12.6919603347778,8.16398441445545,5
alumina-oxide_15,sbrdf,1,12.525839805603,8.19846204167348,5
alumina-oxide_16,nbrdf,0,13.4298276901245,8.01148884526167,5
alumina-oxide_17,hbrdf,0,12.6461477279663,8.17348823768052,5
alumina-oxide_18,hbrdf,1,13.2166843414307,8.05541478257782,5
alumina-oxide_19,sbrdf,0,12.6919603347778,8.16398441445545,5
alumina-oxide_20,sbrdf,1,12.525839805603,8.19846204167348,5
alumina-oxide_21,nbrdf,0,13.4298276901245,8.01148884526167,5
alumina-oxide_22,hbrdf,0,12.6461477279663,8.17348823768052,5
alumina-oxide_23,hbrdf,1,13.2166843414307,8.05541478257782,5
alumina-oxide_24,ggx,0,4.86342668533325,9.66523895170382,6
alumina-oxide_25,ward,0,7.17029333114624,9.28181259859072,6
aurora_white_rgb_1,ward,0,20.5543098449707,6.65480297058856,3
aurora_white_rgb_2,ward,0,20.5543098449707,6.65480297058856,3
aurora_white_rgb_3,ward,0,20.5543098449707,6.65480297058856,3
aurora_white_rgb_4,ward,0,20.5543098449707,6.65480297058856,3
aurora_white_rgb_5,ward,0,20.5543098449707,6.65480297058856,3
aurora_white_rgb_6,hbrdf,0,13.7731151580811,7.94099494346921,4
aurora_white_rgb_7,hbrdf,2,13.6255044937134,7.97126629795716,4
aurora_white_rgb_8,hbrdf,0,13.7731151580811,7.94099494346921,4
aurora_white_rgb_9,hbrdf,2,13.6255044937134,7.97126629795716,4
aurora_white_rgb_10,hbrdf,0,13.7731151580811,7.94099494346921,4
aurora_white_rgb_11,hbrdf,2,13.6255044937134,7.97126629795716,4
aurora_white_rgb_12,ggx,0,12.3224906921387,8.24072052477301,5
aurora_white_rgb_13,sbrdf,2,9.02281188964844,8.92246103789891,5
aurora_white_rgb_14,nbrdf,0,9.07149791717529,8.91265022458287,5
aurora_white_rgb_15,hbrdf,1,12.5267906188965,8.19826458344972,5
aurora_white_rgb_16,ggx,0,12.3224906921387,8.24072052477301,5
aurora_white_rgb_17,sbrdf,2,9.02281188964844,8.92246103789891,5
aurora_white_rgb_18,nbrdf,0,9.07149791717529,8.91265022458287,5
aurora_white_rgb_19,hbrdf,1,12.5267906188965,8.19826458344972,5
aurora_white_rgb_20,ggx,0,12.3224906921387,8.24072052477301,5
aurora_white_rgb_21,sbrdf,2,9.02281188964844,8.92246103789891,5
aurora_white_rgb_22,nbrdf,0,9.07149791717529,8.91265022458287,5
aurora_white_rgb_23,hbrdf,1,12.5267906188965,8.19826458344972,5
aurora_white_rgb_24,sbrdf,0,8.42648124694824,9.04137232613575,6
aurora_white_rgb_25,sbrdf,1,7.36296272277832,9.24602250831471,6
aventurnine_1,hbrdf,2,26.0033702850342,5.80469082482158,2
aventurnine_2,hbrdf,2,26.0033702850342,5.80469082482158,2
aventurnine_3,hbrdf,2,26.0033702850342,5.80469082482158,2
aventurnine_4,hbrdf,2,26.0033702850342,5.80469082482158,2
aventurnine_5,hbrdf,2,26.0033702850342,5.80469082482158,2
aventurnine_6,hbrdf,2,26.0033702850342,5.80469082482158,2
aventurnine_7,hbrdf,2,26.0033702850342,5.80469082482158,2
aventurnine_8,hbrdf,2,26.0033702850342,5.80469082482158,2
aventurnine_9,hbrdf,2,26.0033702850342,5.80469082482158,2
aventurnine_10,hbrdf,2,26.0033702850342,5.80469082482158,2
aventurnine_11,hbrdf,2,26.0033702850342,5.80469082482158,2
aventurnine_12,sbrdf,1,18.6990070343018,6.98284524363297,3
aventurnine_13,sbrdf,1,18.6990070343018,6.98284524363297,3
aventurnine_14,sbrdf,1,18.6990070343018,6.98284524363297,3
aventurnine_15,sbrdf,1,18.6990070343018,6.98284524363297,3
aventurnine_16,sbrdf,1,18.6990070343018,6.98284524363297,3
aventurnine_17,sbrdf,0,14.8987798690796,7.71250067717889,4
aventurnine_18,sbrdf,2,14.0224542617798,7.8900102757844,4
aventurnine_19,sbrdf,0,14.8987798690796,7.71250067717889,4
aventurnine_20,sbrdf,2,14.0224542617798,7.8900102757844,4
aventurnine_21,sbrdf,0,14.8987798690796,7.71250067717889,4
aventurnine_22,sbrdf,2,14.0224542617798,7.8900102757844,4
aventurnine_23,ward,0,11.4946784973145,8.41311079700824,5
aventurnine_24,nbrdf,0,13.3794660568237,8.02185743605295,5
aventurnine_25,hbrdf,0,13.1437454223633,8.07047164710112,5
aventurnine_26,hbrdf,1,13.3010892868042,8.03800664533331,5
aventurnine_27,ward,0,11.4946784973145,8.41311079700824,5
aventurnine_28,nbrdf,0,13.3794660568237,8.02185743605295,5
aventurnine_29,hbrdf,0,13.1437454223633,8.07047164710112,5
aventurnine_30,hbrdf,1,13.3010892868042,8.03800664533331,5
aventurnine_31,ward,0,11.4946784973145,8.41311079700824,5
aventurnine_32,nbrdf,0,13.3794660568237,8.02185743605295,5
aventurnine_33,hbrdf,0,13.1437454223633,8.07047164710112,5
aventurnine_34,hbrdf,1,13.3010892868042,8.03800664533331,5
aventurnine_35,ggx,0,4.86445713043213,9.66509099566719,6
beige-fabric_1,ggx,0,13.7320909500122,7.94940165675347,4
beige-fabric_2,ggx,0,13.7320909500122,7.94940165675347,4
beige-fabric_3,ggx,0,13.7320909500122,7.94940165675347,4
beige-fabric_4,ward,0,13.4390554428101,8.00958972143872,5
beige-fabric_5,hbrdf,2,13.2485866546631,8.04883306391609,5
beige-fabric_6,ward,0,13.4390554428101,8.00958972143872,5
beige-fabric_7,hbrdf,2,13.2485866546631,8.04883306391609,5
beige-fabric_8,ward,0,13.4390554428101,8.00958972143872,5
beige-fabric_9,hbrdf,2,13.2485866546631,8.04883306391609,5
beige-fabric_10,sbrdf,0,1.29155945777893,9.98737386475722,6
beige-fabric_11,sbrdf,1,1.4345383644104,9.98300023577007,6
beige-fabric_12,sbrdf,2,1.77270042896271,9.96966468253188,6
beige-fabric_13,nbrdf,0,2.56049823760986,9.92211570982766,6
beige-fabric_14,hbrdf,0,2.61347508430481,9.91810537489266,6
beige-fabric_15,hbrdf,1,2.03652143478394,9.95629890805207,6
bindercover_1,sbrdf,0,12.1658992767334,8.27329573188842,5
bindercover_2,sbrdf,1,10.3882446289062,8.64311924453156,5
bindercover_3,sbrdf,2,10.6217851638794,8.59471889869454,5
bindercover_4,nbrdf,0,11.8066053390503,8.34811512404826,5
bindercover_5,hbrdf,0,11.0628461837769,8.5030500742514,5
bindercover_6,hbrdf,1,12.8006620407104,8.14144868468177,5
bindercover_7,hbrdf,2,13.1760149002075,8.06380870566875,5
bindercover_8,sbrdf,0,12.1658992767334,8.27329573188842,5
bindercover_9,sbrdf,1,10.3882446289062,8.64311924453156,5
bindercover_10,sbrdf,2,10.6217851638794,8.59471889869454,5
bindercover_11,nbrdf,0,11.8066053390503,8.34811512404826,5
bindercover_12,hbrdf,0,11.0628461837769,8.5030500742514,5
bindercover_13,hbrdf,1,12.8006620407104,8.14144868468177,5
bindercover_14,hbrdf,2,13.1760149002075,8.06380870566875,5
bindercover_15,sbrdf,0,12.1658992767334,8.27329573188842,5
bindercover_16,sbrdf,1,10.3882446289062,8.64311924453156,5
bindercover_17,sbrdf,2,10.6217851638794,8.59471889869454,5
bindercover_18,nbrdf,0,11.8066053390503,8.34811512404826,5
bindercover_19,hbrdf,0,11.0628461837769,8.5030500742514,5
bindercover_20,hbrdf,1,12.8006620407104,8.14144868468177,5
bindercover_21,hbrdf,2,13.1760149002075,8.06380870566875,5
bindercover_22,ggx,0,5.07466220855713,9.63439375564652,6
bindercover_23,ward,0,8.16686725616455,9.09230851189567,6
black-fabric_1,hbrdf,2,26.3308238983154,5.75880507982312,2
black-fabric_2,hbrdf,2,26.3308238983154,5.75880507982312,2
black-fabric_3,hbrdf,2,26.3308238983154,5.75880507982312,2
black-fabric_4,hbrdf,2,26.3308238983154,5.75880507982312,2
black-fabric_5,hbrdf,2,26.3308238983154,5.75880507982312,2
black-fabric_6,hbrdf,2,26.3308238983154,5.75880507982312,2
black-fabric_7,hbrdf,2,26.3308238983154,5.75880507982312,2
black-fabric_8,hbrdf,2,26.3308238983154,5.75880507982312,2
black-fabric_9,hbrdf,2,26.3308238983154,5.75880507982312,2
black-fabric_10,hbrdf,2,26.3308238983154,5.75880507982312,2
black-fabric_11,hbrdf,2,26.3308238983154,5.75880507982312,2
black-fabric_12,ggx,0,13.8982591629028,7.91538152520584,4
black-fabric_13,ward,0,16.7817535400391,7.34193197457076,4
black-fabric_14,ggx,0,13.8982591629028,7.91538152520584,4
black-fabric_15,ward,0,16.7817535400391,7.34193197457076,4
black-fabric_16,ggx,0,13.8982591629028,7.91538152520584,4
black-fabric_17,ward,0,16.7817535400391,7.34193197457076,4
black-fabric_18,sbrdf,0,4.25760173797607,9.74768815478951,6
black-fabric_19,sbrdf,1,3.14586639404297,9.87238028817755,6
black-fabric_20,sbrdf,2,6.05513620376587,9.4788910417582,6
black-fabric_21,nbrdf,0,3.07903981208801,9.8786487253474,6
black-fabric_22,hbrdf,0,3.07871675491333,9.87867866799308,6
black-fabric_23,hbrdf,1,3.95664119720459,9.78504964451938,6
black-oxidized-steel_1,ward,0,24.5367622375488,6.01721877736384,3
black-oxidized-steel_2,hbrdf,2,22.7993049621582,6.28429571630083,3
black-oxidized-steel_3,ward,0,24.5367622375488,6.01721877736384,3
black-oxidized-steel_4,hbrdf,2,22.7993049621582,6.28429571630083,3
black-oxidized-steel_5,ward,0,24.5367622375488,6.01721877736384,3
black-oxidized-steel_6,hbrdf,2,22.7993049621582,6.28429571630083,3
black-oxidized-steel_7,ward,0,24.5367622375488,6.01721877736384,3
black-oxidized-steel_8,hbrdf,2,22.7993049621582,6.28429571630083,3
black-oxidized-steel_9,ward,0,24.5367622375488,6.01721877736384,3
black-oxidized-steel_10,hbrdf,2,22.7993049621582,6.28429571630083,3
black-oxidized-steel_11,ggx,0,11.6216468811035,8.38665369358463,5
black-oxidized-steel_12,ggx,0,11.6216468811035,8.38665369358463,5
black-oxidized-steel_13,ggx,0,11.6216468811035,8.38665369358463,5
black-oxidized-steel_14,sbrdf,0,6.4802827835083,9.40596993101753,6
black-oxidized-steel_15,sbrdf,1,8.61367130279541,9.00431402741664,6
black-oxidized-steel_16,sbrdf,2,5.10468816757202,9.62992681852613,6
black-oxidized-steel_17,nbrdf,0,4.50304079055786,9.71540649908007,6
black-oxidized-steel_18,hbrdf,0,7.07228088378906,9.29984310770424,6
black-oxidized-steel_19,hbrdf,1,5.75724506378174,9.52812620919477,6
black-phenolic_1,hbrdf,2,35.5308990478516,4.67579659429522,1
black-phenolic_2,hbrdf,2,35.5308990478516,4.67579659429522,1
black-phenolic_3,hbrdf,2,35.5308990478516,4.67579659429522,1
black-phenolic_4,hbrdf,2,35.5308990478516,4.67579659429522,1
black-phenolic_5,hbrdf,2,35.5308990478516,4.67579659429522,1
black-phenolic_6,hbrdf,2,35.5308990478516,4.67579659429522,1
black-phenolic_7,hbrdf,2,35.5308990478516,4.67579659429522,1
black-phenolic_8,hbrdf,2,35.5308990478516,4.67579659429522,1
black-phenolic_9,hbrdf,2,35.5308990478516,4.67579659429522,1
black-phenolic_10,hbrdf,2,35.5308990478516,4.67579659429522,1
black-phenolic_11,hbrdf,2,35.5308990478516,4.67579659429522,1
black-phenolic_12,hbrdf,2,35.5308990478516,4.67579659429522,1
black-phenolic_13,hbrdf,2,35.5308990478516,4.67579659429522,1
black-phenolic_14,hbrdf,2,35.5308990478516,4.67579659429522,1
black-phenolic_15,hbrdf,2,35.5308990478516,4.67579659429522,1
black-phenolic_16,hbrdf,2,35.5308990478516,4.67579659429522,1
black-phenolic_17,hbrdf,2,35.5308990478516,4.67579659429522,1
black-phenolic_18,hbrdf,2,35.5308990478516,4.67579659429522,1
black-phenolic_19,hbrdf,2,35.5308990478516,4.67579659429522,1
black-phenolic_20,hbrdf,2,35.5308990478516,4.67579659429522,1
black-phenolic_21,hbrdf,2,35.5308990478516,4.67579659429522,1
black-phenolic_22,hbrdf,2,35.5308990478516,4.67579659429522,1
black-phenolic_23,hbrdf,2,35.5308990478516,4.67579659429522,1
black-phenolic_24,sbrdf,0,23.3487110137939,6.19801263692239,3
black-phenolic_25,sbrdf,1,19.0538291931152,6.91859462635304,3
black-phenolic_26,sbrdf,0,23.3487110137939,6.19801263692239,3
black-phenolic_27,sbrdf,1,19.0538291931152,6.91859462635304,3
black-phenolic_28,sbrdf,0,23.3487110137939,6.19801263692239,3
black-phenolic_29,sbrdf,1,19.0538291931152,6.91859462635304,3
black-phenolic_30,sbrdf,0,23.3487110137939,6.19801263692239,3
black-phenolic_31,sbrdf,1,19.0538291931152,6.91859462635304,3
black-phenolic_32,sbrdf,0,23.3487110137939,6.19801263692239,3
black-phenolic_33,sbrdf,1,19.0538291931152,6.91859462635304,3
black-phenolic_34,ward,0,14.3256273269653,7.82828861997227,4
black-phenolic_35,ward,0,14.3256273269653,7.82828861997227,4
black-phenolic_36,ward,0,14.3256273269653,7.82828861997227,4
black-phenolic_37,ggx,0,12.5850715637207,8.18616377784393,5
black-phenolic_38,sbrdf,2,13.3482189178467,8.02829393662039,5
black-phenolic_39,nbrdf,0,11.2298240661621,8.46828637576452,5
black-phenolic_40,hbrdf,0,8.96943473815918,8.93320087995922,5
black-phenolic_41,hbrdf,1,8.8306303024292,8.96104629754765,5
black-phenolic_42,ggx,0,12.5850715637207,8.18616377784393,5
black-phenolic_43,sbrdf,2,13.3482189178467,8.02829393662039,5
black-phenolic_44,nbrdf,0,11.2298240661621,8.46828637576452,5
black-phenolic_45,hbrdf,0,8.96943473815918,8.93320087995922,5
